image_name,blob_count,avg_radius,std_radius,min_radius,max_radius,class
p214-010-60279-mr.png,128.0,13.622844507162116,8.568436703021334,8.0,45.254833995939066,2
p214-010-60282-cl.png,114.0,14.503946727518029,11.171097710706915,8.0,90.50966799187813,2
p214-010-60282-cr.png,93.0,15.085379128442767,10.238087386095954,8.0,64.00000000000003,2
p214-010-60282-ml.png,73.0,13.825131937813778,7.431143336365082,8.0,45.254833995939066,2
p214-010-60282-mr.png,112.0,15.083323017240751,10.388548415738695,8.0,64.00000000000003,2
p214-010-60283-cl.png,108.0,11.293928698632259,5.799341319097876,8.0,45.254833995939066,2
p214-010-60283-cr.png,130.0,12.831364184115575,5.8522133306043935,8.0,32.00000000000001,2
p214-010-60283-ml.png,73.0,10.219707835171402,4.067416026619268,8.0,32.00000000000001,2
p214-010-60283-mr.png,46.0,13.164953879971304,9.968933820230813,8.0,64.00000000000003,2
p214-010-60306-cl.png,36.0,11.196616957966722,4.105848379908143,8.0,22.627416997969533,1
p214-010-60306-cr.png,25.0,10.605483399593904,5.322003557020434,8.0,32.00000000000001,1
p214-010-60306-ml.png,44.0,16.00221696523996,15.860813845252409,8.0,90.50966799187813,1
p214-010-60306-mr.png,56.0,15.69746442770123,14.437685181433961,8.0,90.50966799187813,1
p214-010-60326-cl.png,120.0,15.49671956592216,14.380021419611964,8.0,128.00000000000006,2
p214-010-60326-cr.png,140.0,13.020160785279186,12.322615051072026,8.0,128.00000000000006,2
p214-010-60326-ml.png,205.0,13.955321850590565,11.561931514202664,8.0,90.50966799187813,2
p214-010-60326-mr.png,140.0,13.514838170964465,9.330778902477958,8.0,64.00000000000003,2
p214-010-60330-cl.png,135.0,11.941313658777965,7.2283796626303065,8.0,64.00000000000003,2
p214-010-60330-cr.png,77.0,11.483315525670776,5.571584644154616,8.0,32.00000000000001,2
p214-010-60330-ml.png,48.0,12.559223176554562,7.6332111985385795,8.0,45.254833995939066,2
p214-010-60330-mr.png,62.0,13.638514169010973,16.186133919552482,8.0,128.00000000000006,2
p214-010-60331-cl.png,136.0,11.77868176783741,7.1351043885527075,8.0,45.254833995939066,2
p214-010-60331-cr.png,129.0,11.775643472490456,6.7007546053904425,8.0,45.254833995939066,2
p214-010-60331-ml.png,203.0,12.37466572117976,7.622281507701925,8.0,64.00000000000003,2
p214-010-60331-mr.png,107.0,12.448409322097824,7.730852301792152,8.0,64.00000000000003,2
p214-010-60348-cl.png,28.0,15.1344464995649,14.325998863518114,8.0,64.00000000000003,4
p214-010-60348-cr.png,33.0,8.945332105845253,1.8371099341284785,8.0,16.000000000000004,4
p214-010-60348-ml.png,42.0,18.222675725392797,14.240478652921873,8.0,64.00000000000003,4
p214-010-60348-mr.png,39.0,14.707381499453335,8.120919879296197,8.0,45.254833995939066,4
p214-010-60357-cl.png,172.0,12.145910929760356,5.641425785706158,8.0,45.254833995939066,2
p214-010-60357-cr.png,235.0,12.246300076129167,5.724382934195938,8.0,45.254833995939066,2
p214-010-60357-ml.png,230.0,14.526843581973068,15.120284040253065,8.0,181.01933598375626,2
p214-010-60357-mr.png,201.0,15.643045941993075,19.485715886437,8.0,181.01933598375626,2
p214-010-60385-cl.png,63.0,19.317446562670213,27.019888111102105,8.0,181.01933598375626,4
p214-010-60385-cr.png,34.0,24.416365322753066,28.72311917278655,8.0,128.00000000000006,4
p214-010-60385-ml.png,63.0,16.873936634147125,16.947175882821774,8.0,128.00000000000006,4
p214-010-60385-mr.png,43.0,20.92976273173179,21.778822856542725,8.0,128.00000000000006,4
p214-010-60439-cl.png,58.0,21.692003766173638,26.586392815745764,8.0,181.01933598375626,4
p214-010-60439-cr.png,51.0,22.818515675534982,24.74857193766138,8.0,128.00000000000006,4
p214-010-60439-ml.png,95.0,15.398131683569323,11.074516200562053,8.0,64.00000000000003,4
p214-010-60439-mr.png,45.0,25.00259738787366,26.27595249302012,8.0,128.00000000000006,4
p214-010-60568-cl.png,60.0,10.60358825794416,4.571350937012179,8.0,32.00000000000001,1
p214-010-60568-cr.png,70.0,10.59411254969543,4.8983007985379245,8.0,32.00000000000001,1
p214-010-60568-ml.png,37.0,12.101743296968033,6.7489117029554775,8.0,32.00000000000001,1
p214-010-60568-mr.png,84.0,15.322119142277007,12.37102214044549,8.0,64.00000000000003,1
p214-010-60618-cl.png,122.0,15.118117937850542,8.760935191352461,8.0,45.254833995939066,4
p214-010-60618-cr.png,133.0,14.639381995607035,9.167025659850141,8.0,64.00000000000003,4
p214-010-60618-ml.png,108.0,15.345668314175592,10.655866976851037,8.0,64.00000000000003,4
